label	text_a
smile	舊香港風味 話說我冇業中 所以成日好得閒 今日呀姨帶我同媽咪去屋企留下個廣場食野 間餐廳好奇怪係商場出邊 自成一角 anyway 叫左 c 餐, 常餐豬膶通同雪糕西多士🤗 餐廳正常餐牌記得好似舊時嘅年歷 我呀姨話佢d 冰鎮奶茶正woo 我阿媽就飲咗中湯 個c 餐嚇死我lol 有兩大塊豬扒 我咬咗一啖好軟林林 yummy 呀姨話個常餐好味 因為d 豬膶新鮮同大件😘 我就叫左西多士🤗 係少女風味😂😂 其實係好飽 唔食就係淨坐唔太好 阿媽話平時啲餐廳好少有蛋白杏仁茶 所以要叫返杯 我試左一啖 都不錯 
ok	不過不失既機場選擇 今日去開機場做野，無聊行下T2搵食醫肚，見到有間泰國野，望下餐牌，價錢合理仲要有職員價，即刻衝入去醫肚先。 餐牌有單點或套餐簡，今日要左個海南雞套餐，叫左個小食拼盤，馬拉棧通菜。 首先一開波，黎左個海南雞飯，賣相可以，但d飯粒食落普通，飯無味，同埋分量唔多，對男仔黎講唔夠。雞都幾滑，唔錯喎。 馬拉棧通菜炒得幾香，可惜咸左少少，單叫白飯一定好配合。 小食拼盤有泰式鳯爪、蝦餅，春卷。小食款式選擇唔多，蝦餅幾好食，蝦餅即炸好熱同脆，又夠厚身。春卷都幾好啦，但餡小左d 泰式鳳爪唔夠辣。 係機場黎講，呢個價錢都已經唔錯。 
cry	😡😡😡垃圾4寶臭丸米線😡😡😡 上星期，我8通街仔係華明邨貪就腳幫襯這間一品雲南米線，入到中間排座位滴水 ，無人理我滴落頭到，有2個著制服待應，1個橫間衫20幾歲男子做收銀掛住㩒手機個樣表明係廢青男。 我拿餐牌睇，有下午茶32元，連忙叫待應寫單諗住醫肚先，待應就叫等一等，我都無問題，後來，有位廢青男沒有行過來，就大大聲向著講，叫我鐘意食乜自己圈，後來我見到枱上有枝marker筆，我便圈了大約有龍蝦丸，貢丸，沙魚丸，仲有1粒唔記得乜丸。圈完之後,我又舉手想叫待應，廢青男又大叫我圈埋食乜，我不太明圈边能到，他們是一張過了膠又舊又污穢餐廳上，原來係寫飲乜嘢不是圈乜飲嘢，你自己都未搞清寫和圈，😡😡😡，我飲檸檬茶，條廢青男好不滿意一手就拿了我支marker 筆寫在膠面上寫ot.我心諗以為廢青男跛街隻手揸手機不懂行出來，全程得個嗌字，服務態度十分，十分勁差，我都算 。 碗米線來到枱上，當我吃時，發現得4粒臭，腥丸。無才，我叫清湯。真係好清，清到無哂朋友。難食到不堪。我叫條廢青男為何碗米線丸有些臭，腥味，米線硬骨骨。廢青男問想掂。我話你換過碗比我，佢話換1粒臭丸比我。我心諗你都白痴無腦。我都 唔能食放 和錢便走了。擺明無下次來吃。 服務      勁差 食物      唔多掂 最後      遲早摺埋，無謂害人 
smile	快靚正晚餐 平常星期六好少出街食晚飯，因為度度都好多人，等位等到暈，但母親大人今日要去友好嫁女飲晏，掉低我孤兒仔，唯有搵兩個freinds6點幾早少少親未多人排隊，就去醫肚。 友人住淘大，佢話龍城不錯，咁我就唔諗啦！去! 未到peak hour 自然馬上有位啦！ 我地個個都中意食辣，叫左個川未茄子海鮮煲，牛肉炒通菜，仲有牛仔骨。麻辣川味啱哂胃口，正呀！又好餸飯，牛仔骨好林好滑，d汁甜甜地都好野味，通菜就不過不失，正常 另外叫左兩杯紅豆冰，同薄荷咖啡，紅豆冰我like,因為唔會太甜，飲得安心，薄荷咖啡我個fd都沒投訴，絕對有下次。 我地食完一直吹水，職員都冇話即時催枱，都隔左好耐先埋黎問齊野未，我地先發現時間唔早，出面已多人等位了，拿林埋單走人。總結食物味道，服務都真的滿意 
ok	漢堡🍔👍🏻炸雞🤢 朋友仔介紹Burger Joys，終於揾到機會試  Cheese Burger❣️ 芝士牛肉漢堡🍔 burger size岩岩好，唔細唔大，包裝設計亦方便。麵包軟熟，牛肉漢堡juicy有牛味，仲有蕃茄生菜生洋蔥芝士加埋個沙律醬汁，幾滿足 HKD108 Melt Cheese Fries 芝士薯條🧀🍟 幼身薯條配芝士醬，芝士醬份量唔多，薯條屬一般貨色 HKD48  Southern Fried Chicken Nuggets 美式炸雞配芝士醬🐥 炸雞加左cajun粉帶辣味，不過雞炸到又乾又硬，粉厚雞肉薄到睇唔到…食左2舊就唔想再食……極度失望 HKD58 Burger Joys Wan Chai  更多美食分享歡迎follow IG: fafafoodie
cry	超咸既栗米魚肚羹 上星期食翠華食到有的悶，想試新野。只因食評的人講到咁好，又可以有半份餸咁叫，就諗住試佢一試。當晚食左韭王鱔糊，想吃花生芽，咸肉百頁小棠菜，粟米魚肚羹。  三個小菜都ok，不過不失，鱔片都幾爽口，唔係太多粉醬，花生芽第一次食，幾爽甜，咸肉百頁小棠菜就中規中矩。不過個粟米魚肚粟羹超級咸，似係落左一斤鹽，同待應講，佢拎返入去話再煮，拎返出黎一試，只係淡左少少，仍然係超咸，而且黑黑地似係用有鑊撈既鑊去煮，咸既程度係一斛羹要用半杯水去稀釋至飲到。  太差了，應該唔會再試 
smile	都幾抵食~ 之前都有聽過d朋友去流浮山食海鮮,都話ok,今次就由朋友帶我去試試~ 一去到呢間叫海景既酒家,望入去已經好多人食緊架喇,心想無位又要等,超級灰啦,點知有位疑似老闆娘既人出黎問我地幾多位,就立即帶左我地行去後面d屋仔到,原來仲有枱 ~ 疑似老闆娘好快咁就介紹我地應該食咩餸,我地又唔想出去自己買海鮮,之前朋友食過話呢到有海鮮提供,所以就聽老闆娘介紹下order左幾個餸~ 1)粉絲蒜蓉蒸扇貝  ->隻扇貝好大隻,粉絲又好入味 2)魚炒球                  ->魚肉滑,唔會散 3)魚炆骨                  ->真係好好味,好香口 4)豉椒炒聖子          ->大大隻,好重豉椒味,正 5)豉油王大蝦          ->唔會太醎,味道岩岩好 6)灼生菜                  ->無特別,好少油,我喜歡 7)炒飯                      ->幾好 8)送既海鮮湯          ->真係有魚味既海鮮湯,唔駛錢既已經好好架喇 我地一行6個人,個個食到飽哂,張單都係每人$230,好抵呀,之前去鋰魚門食差唔多野都要位位$300幾~ 
ok	唔係太地道 一家人周六去石澳游水, 之後就於中泰酒家食飯, 呢間餐廳都係第一次去食, 人客都唔少, 可能又正值中秋, 游水夾雜賞月的人湖就更加多了 泰國餐食得多, 味道正唔正宗我都算食得出一二啦, 中泰的味道就唔算係好地道, 不過水準都ok, 例如個醃粉絲沙律就唔夠辣, 泰式干炒河就同中式干炒牛河分別唔算好大, 始終唔辣就味道會變得好平凡, 冬蔭功都係唔夠酸同辣, 隻大的大頭蝦的肉幾甜, 不過幾隻蝦仔就有少少唔新鮮的味道! 泰式炒通菜就唔錯, 有麵豉醬炒算係比較泰式風味的一道, 令我想起去曼谷食的"飛天通菜"呢 不過其實以味道計都唔算太差, 特別係對於一些唔係太接受到正宗泰式的辣的人, 這裡都係一個合適的選擇 
cry	西灣河分店 買碗臭草海帶綠豆沙，想清吓熱氣，購買過程很好。但打開就知中伏，無錯臭草海帶係材料之一，但係似乎太過多，而且臭草係鮮綠色的，幾乎每啖都食到，其實綠豆沙攞佢個味道就ok,  我唔係買臭草羹啊~。 再黎，D豆肉係白色嘅，有咬口，好似有皮嘅西米咁，成碗野 真係搵唔到平時我理解嘅"綠豆" 係咪我呢30年食過嘅綠豆沙 做法有問題？我完全唔明 貴店嘅產品點解係咁嘅樣。。。？ 
smile	絕無僅有靚魚肉 隨著時代既變遷，各款世界各乎既美食通行，傳統掃街既小食越來越買少見少了。即使o係旺角街頭亦難以食到正宗有魚肉味既「生菜魚肉湯」、「碗仔翅」，真心唔希望呢啲香港既傳統街頭美食消失。 幸好西灣河太安樓既地下仲可以食得到正宗有魚肉味既「生菜魚肉湯」，配埋有老闆自家調製既香辣菜甫(必加)，真係大快人心，好多年都無食過咁有回憶既「生菜魚肉湯」，佢既魚肉不但爽口彈牙、而且魚肉味濃，好多地方都唔會再食得到，唔會食到一舊舊麵粉咁，真心有誠意。 另外，佢既「碗仔翅」亦係必試既小食，呢款平民魚翅真係愈賣愈貴，但要食到足料既亦買少見少，有時候在外吃到偷工減料既碗仔翅，實在令人氣餒。呢度可以食得到香氣濃郁既鮮冬菇、爽脆口感既木耳、加上湯底味濃，湯汁晶瑩剔透仲好食過真既魚翅，所以我都唔鼓勵大家食真既魚翅喇，食「碗仔翅」既口感其實都係一樣唧。如果大家有時間/有朋友黎自海外到港，真心推介呢度既美食，包你食到上晒癮，間中都要番黎义义電架。 
ok	「醍醐茶竂」新開的台式料理 次次番屋企都經過呢間台式店，今日終於黎食，門口有得外賣台式飲品，價錢就比其他連鎖台式飲品貴少少，店內座位數十個，還有小閣樓，不過地方唔算大，有少少逼 飯飯掂定食 $58 肉燥飯好大碗，不過肉燥味道偏咸，前菜3小碟有刀拍青瓜、酸菜、滷蛋，青瓜同酸菜酸酸地幾開胃，而主菜我點左台風鹽酥雞， 鹽酥雞小小咸，肉質鮮嫩多汁，切得細舊方便女仔食，呢樣係加分既，椰菜爽口，我中意和肉燥飯一齊食，多左一份口感。 奶蓋四季春 (跟餐加$5) 跟餐可以任選$22以下飲品，不過我想食奶蓋就加錢要呢杯，奶蓋份量係唔少，不過味道就比較淡，茶底四季春茶味都較淡，比較少有既係飲品冇得揀少甜度，台式飲品一般都可以揀，呢個位置就比較失望。
cry	難食 叫左個好普通O既米線黎食, 仲要受氣, 呢度d "老闆"娘, 好冇禮貌!! 食到成肚氣... 米線都煮到林pat pat , 完全唔識做生意, 唔會係客人o既角度諗!!!! 貼錢都唔會去食 ! 又唔係平過人! 一定冇下次! 
smile	依間係又一城最好生意嘅～ 2人行食個lunch先～好彩今日唔使等位 叫咗個lunch set有鮮果汁+主食～上次食過煙三文魚pizza都幾好食～今次叫韓式雞肉pizza先～有：韓式烤雞肉、蔥、辣椒粒、芝士～雞肉食落都幾辣～焗得過耐個邊又硬又燶有苦味 跟餐叫咗杯ABC～係青蘋果、紅菜頭、甘筍、檸檬打嘅新鮮果汁～紅菜頭嘅顏色比較凸出～睇落成杯以紅色為主～入落冇乜檸檬味～反而飲到紅菜頭同甘筍味～健康之選 芝士焗薯塊配煙肉牛油果醬～縷紋薯塊配以煙肉、蔥花、水牛芝士、sour cream、牛油果醬～Sour cream配牛油果醬一向都係好夾～再加上焗到好香嘅水牛芝士味道好正 又一城嚟講lunch依個價算係咁 
ok	平價台灣店 此店算係新開係青衣城2期，由於晚餐唔算多人等所以試下！餐牌當中有好多唔同既台式食物 ，魯肉飯/魯肉面/花枝丸/鹽酥雞....都幾多選擇！ 見到有一人火鍋所以試下，火鍋＋粉絲＋凍飲＝＄72！火鍋入面都有好多材料，包台灣腸，鴨，鴨血，玉子豆腐，肥牛，豆卜，墨丸以及大量椰菜！呢個份量女仔一個人食應該好夠餓！材料方面就正正常常，但個人認為湯底偏淡，如果可以濃味d會令粉絲更加入味！ 另外叫左一個紅燒牛肉魯肉飯，魯肉同紅燒牛肉都相當入味，而且唔會太難咬，好味！飯量如果可以多少少就更加好（可能男朋友比較大食haha)！朱古力珍珠奶茶非常濃郁，男朋友話好好飲，下次可以encore！！
cry	消失的味道 大熱天時係街行一陣已經好口渴，就黎買杯珍奶飲。 個人比較中意茶咪重啲嘅，故意揀左「烏龍奶茶+珍珠」！然後例牌少甜少冰。（$16+3= Total $19） 少冰左仍然好多冰，一飲落去，咦，無味嘅！ 心諗係咪未搖暈，再搖多幾下！再飲都真係茶味又無，甜味都無乜 好難飲 以前嘅貢茶好出色，茶味濃又香，加埋珍珠煙煙韌韌......好失望，質素明顯退步，有待改進，唔怪得之分店數量越來越少。 
smile	如果 “Angry Oppa”係人既話，拒一定係個... 🥰 如果“Angry Oppa”係一個人， 拒一定係一個外表好cool  但相處落係一個好溫柔顧家既男仕🥰  哩個感覺，係當我食完餐飯 步岀店鋪果一剎那岀現的 (碎碎念: 都唔angry wor 🤣)  對上一次食都已經係上年既事，食韓燒 今次決定拜訪以地鋪形式經營既Korean food 🙆🏻‍♀️  因為星期一既關係 晚市比較清靜 仲好 我地3個靜靜地傾計  上菜速度都幾快 個韓國妹妹好有禮貌，好耐心，讚🥰 整體黎講，因為知道Korean food 係比較濃味， 所以除左煎餅外，其他都不錯 尤其係五花肉！！🤤🤤  總結，哩個Angry Oppa 係幾有『內 “咸” (涵)架』🙆🏻‍♀️hahahaha 
ok	Lunch buffet 食物款式多，但質素一般 慶祝媽咪生日，佢最鍾意食buffet，所以一早訂定位一家人去，8個大人1位小朋友，落訂$1000，早幾年同媽咪周圍去食lunch buffet ，都食過好多間，呢間反而未食過。 Buffet 12pm 開始，酒店職員安排左窗邊位置比我地，之後就出去拎野食，餐廳一眼望落去地方好大，食物款式好多，行左一轉都未睇得晒啲食物款式，屋企人就去拎生蠔先，每人每次拎2隻，我就食左熱盤先，龍蝦汁焗蟹肉，雞翼，仲有我最愛嘅牛油果醬，味道一般，生蠔反而幾鮮甜，個人覺得生滾粥好食，配料揀左皮蛋，蟹肉，牛肉碎，家姐同妹妹食完都話好食 由於肚裝唔落太多野，所以好快就到食甜品，芒果拿破崙同blueberry Cheese cake 味道不過不失，最後食埋Haagen -Dazs雪糕就滿足哂 Haagen-Dazs雪糕有好多款味道選擇，有支裝同杯裝，仲有新新地既味，White peach & Raspberry 同Cream cheese mochi   埋單前問職員係咪仲會有一個蛋糕送，因為之前打黎落訂時講左話會有，但等左一陣原來話冇，只得生日快樂牌同蠟燭供應 ，所以家姐出去甜品區自己併左個蛋糕🎂，其實某D酒店會另有一個生日蛋糕送，不過冇所謂，其實都食到好飽，係影相好睇D咁 不過最後返家途中，我地一家人得一個冇食生蠔冇肚瀉之外，其餘既人都肚瀉4次以上， 所以我諗我唔會再去食  
cry	貼錢買難受!!! 可一不可再 !!! 慈雲山中心啱啱新開左間餐廳叫甜入心，其實想試好耐，點知。。。 今日我同家人2個一齊去食飯，見到甜入心門口貼左menu 係門口，仲有意粉放題，我見menu 幾吸引於是走入去食啦，入到去侍應黑口黑面，好似得罪左佢咁，問佢拎餐牌嚟睇就好敷衍答話係出面自己睇，係門口定係counter 又唔講，咁算啦，迷自己出去睇囉，睇完返到去先同我講係counter 同我講得架喇。。。 心諗係咪玩嘢呀？到落單個時仲火 ，咁我就要一份意粉同一個甜品，到嘢飲喇，就要咩就冇咩，要綠茶冇綠茶，只係得珍珠奶茶同唔知咩咖啡，原來餐牌係呃人，你地唔識寫餐牌就學下人地點寫啦，返到位度冇耐個侍應比說話聽，就好大聲話佢地啲意粉放題呢係計人頭架，驚死會同人share 咁。。。  今次我就嗌左白汁意粉同餐飲係珍珠奶茶，味道麻麻，白汁水汪汪，至於珍珠奶茶茶味多過奶味。。。  總括嚟講，呢間啲人服務態度差劣，食物味道麻麻地，食完仲要成肚氣，完全冇甜入心嘅感覺。 經過今次之後唔會再有下次!! 
smile	會再幫襯的食堂 每次黎呢度食晏都係為左佢個免費甜品，lunch 黎食都真係超值。  今日叫左個蕃茄薯仔炆雞定食，最平60 蚊。餐飲蜜桃茶唔錯，唔會太甜又有桃味。  定食就的的骰骰樣樣有d,阿媽薯仔炆雞炆得多，但就真係未試過用蕃茄汁。個汁甜甜地幾好味，撈飯一流，可惜係個飯太少。薯仔炆得好腍好入味，個豚肉就比較鞋口，不過d 菜吸收左 胡麻醬都不錯。中間紫薯好香甜，仲有湯送都算幾豐富。  最期待既甜品時間係呢個海鹽焦糖冬甩新地，冬甩係煙煙韌韌既波堤冬甩，又帶少少脆。個醬焦糖得黎又帶點咸咸地，配埋雪糕真係超正，不過今日個雪糕雪得太硬。 
ok	裝飾後再到訪，水準高左🍽 畢業後再次回到母校的西餐廳食個午餐，發現裝修後，環境靚左同埋啲位舒服左。 入到去同朋友一坐低2人枱，職員就好體貼咁即刻擺多張枱俾我地放袋。 我因為都幾肚餓，所以就叫左海鮮意大利飯嘅set lunch，包左西湯(有紅、白2個湯俾大家選擇)、蒜蓉包同埋餐飲，朋友就叫左個魚跟薯菜食，講番我個餐先，唔好見個飯嘅份量好少咁，食完都幾飽同滿足。 最後餐飲就叫左杯熱朱古力飲，好味。 環境坐係好舒服，近窗位置可以睇到泳池，適合小聚傾計，多人聚會亦有大房。 聽說下午茶時間仲會有tea 自助餐食添，價錢唔貴先係重點，下次再黎試吓先。 
cry	貼錢買難受! 😞又貴，服務又差😤 一心諗住搵間好啲嘅餐廳食餐好嘅，見openrice 大部分comment 都係 😋... 不過黎到真係好好好失望!   6:50pm 黎到，傾吓計，坐吓坐吓，覺得唔係好對路。一睇錶，原來已經過咗45分鐘，連包都咩食過。隔離枱對情侶，唔知係熟客定係俾咗利是，服務好10萬倍! 坐低無幾耐已經有包食，仲keep 住有人幫佢地斟酒。明明大家都係set dinner, 唔知點解啲嘢食係佢地上先架喎  食完麵包，再等咗成20分鐘，我真係忍唔住啦。一催個紅蝦刺身薄片，佢30 秒內即刻上咗 🤔 切得好薄，食材都好新鮮。心諗... 只係侍應唔好啫，師傅煮嘅嘢都唔錯嘅  食完又再等...講真，加埋我真係唔知等咗幾耐。等嘅時間仲耐過食呀～ 隔離枱上咗龍蝦湯，有人介紹完，仲話如果唔夠味可以要啲pepper.. 再過多陣，我再催我地個龍蝦湯，佢又係一入去，即刻就有得攞出黎喎。咁究竟啲嘢係咪一早ready? 定係我真係咁好彩，問親都岩岩ready?   上枱嘅時候，個侍應好大力放低，就咁講咗聲 '龍蝦湯呀'... 嘩... 真係咩態度呀？! 😤😤😤😤😤😤 會唔會係差咁遠呀？真係食得好不滿，好唔開心... 所以我忍唔住，叫佢唔洗再上菜，我而家埋單，問佢而家咁點計，好彩係 a la carte 咁計，唔洗俾埋未食個啲...   不過因為佢話鵝肝已經整緊，所以我地照食埋，3碟嘢都加一杯酒一個人已經$508。 所以話... 餐廳嘢食係ok, 不過呢個價錢，可以食得更好，唔需要係到受氣... 食咗都唔安樂，咩 心情都無哂 😤。我真係未試過set dinner  食到一半起身叫埋單  呢到服務差到一個點... 唔會再返黎，都唔會介紹任何人黎! 俾佢搞到成晚心情好差... 😕😞  IG: lifewelltraveller 
smile	mad for garlic again~ 呢晚同男朋友去左festival walk~ 原來呢度都有間mad for garlic啵! 我掛住佢d蒜頭呀! 就食佢!  一坐低, 就有2件free bread送畀我地食~  睇完menu, 今次我地叫左: Crab & Lobster Pasta($168), Garlic Foryou Steak($238), 8" Vanilla Ice Cream on Sweet Pizza($88)~  呢個上次食過覺得好好食, 要encore! 意粉有蟹肉同大大舊龍蝦肉! 配上蒜香忌廉汁, 真係好好味   見到好多人都食扒~ 今次一於試下~ 呢個係烤澳洲牛柳, 配原個醋漬蒜頭, d蒜頭好林好甜好好食~ 個牛柳我叫左medium~ 整得好靚好juicy~ 個MFG甜香汁甜甜地的~  配牛柳食很是不錯!   呢個係蒜頭香蕉朱古力醬PIZZA, 配雲呢拿雪糕~ PIZZA上面有朱古力醬,香蕉,蒜碘同杏仁片~ 加埋一齊食好MATCH好味道!  其實當晚仲係MAD DAY! 叫Porterhouse steak半價! 但我個人中意食牛柳多d~ 所以冇叫到  最後我地食左$543.4~
ok	韓國紫菜包飯 藍田街市原來都卧虎藏龍，韓食味家開業年幾，老闆係韓國人，以往大清早去買紫菜包飯，老闆會即刻整，非常新鮮！不過，呢年幾開多左幾間分店，呢日下午去只見老闆娘，紫菜包飯亦包好一條條放好。 紫菜包飯有幾種口味，但係我食過有泡菜既紫菜包飯，d泡菜汁浸濕晒d飯，搞到食落口d飯一pat野，所以我覺得簡單既紫菜包飯係最好食，而且大大條都係25蚊，當tea，零食都幾好。 
cry	從未如此難食過 放假去西貢行下，好多人話小街嘅泰國菜好味，諗住去試下。 叫左招牌海南雞飯，味道尚可！ 扎肉湯檬，檬粉好似無煮過咁，硬到食唔到！ 炒左一個泰色河粉，味道只有酸味，仲要勁濕！ 最好係炸蝦餅同唔洗煮嘅椰青！ 總之，未食過咁難食嘅泰菜，真係有人請都唔會再去。 
smile	平日lunch 同係灣仔既一個朋友食午餐   然後佢推介呢間餐廳 我都係第一次呢食  不過呢個位置比較尷尬 係灣仔同銅鑼灣中間  大約1245到 都唔算太多人 裝修得幾好 好有中國既氣氛 午餐餐牌如下 好多選擇 有中同日式 叫左一個介蘭炒豚肉 有一個飯 湯  另外加左一個三文魚刺身 上餐時間好快 份量唔算大  不過食物既質素既高 唔錯 三文魚有4片 幾厚身幾多汁   朋友話show facebook 2個lunch set 減30 蚊   賣單差不多200 加埋茶位既錢  整體黎講性價比唔差 冇趕人走 可以同朋友傾計
ok	辣味雞翼  墨魚汁意粉（$32） 有d失望，墨魚同墨汁唔算多亦無咩味，要自己落好多cheese powder 同tabasco 先得。 辣味雞翼 （$17/4隻） 里個返而有驚喜，雖然細細隻，但好入味，有小小辣好開胃，早知叫8隻 （8隻又再平d)。 歐陸風烤香腸 （$34/4條） 唔知咩係歐陸風，都食唔出。就4條無咩特別嘅腸仔加幾舊薯角。俾起其他主菜，有d唔抵，又唔夠食！  最正係無10% service charge， total $83 埋單。
cry	嘥quota 早一日book 定位，入到鋪頭已經見全満。一路入到尾，前面一堆待應都冇人理我，個個「好似時運髙、睇你唔到」咁，哈，我係咪做左透明人呢？ 作為一間中高價既日本餐廳，有咁 「茶餐廳既服務質素」，我真係接受唔到囉 好啦，幾經辛苦終於搵到個人見到我，坐底睇完個同係「旺角local日本餐廳」無乜分別既「字多過圖」既餐牌，係好多選擇，但令人好無頭緒」。因為無圖，所以今本想像唔到究竟「$3xx 既宮崎和牛」同「$1xx既豪州和牛」既分別。亦都唔知「雜錦壽司」同「特上雜錦壽司」差二百蚊又分別係邊。無論壽司定剌身，都冇寫包乜款。  最終叫左個壽司、雞亦、炸蠔，天婦羅同佢話多人食既「明太子蛋卷」，諗住食住先之後再加。但食完呢幾款已經放棄左啦。可能對間野有其望啦，點知「咁local既」，叫極侍應又每次都係「等等」，所以我投降放棄啦 又一個嘥左我quota 既餐廳  
smile	長洲必食手工Pizza 清明節入長洲，真係超級多人，阿sir話要入去散下心同掃下街，咁搭船最佳節目就係上openrice搵料，起碼大半年無入去，最鍾意嘅炸雲吞鋪頭已關門大吉，大街小巷都注入好多新面孔，而今次我哋放棄海鮮，繼而試試手工Pizza... Peter's Lunch $75 選擇困難症又發作，所以我都費事諗咁多，一於試下個招牌Pizza，西蘭花係出面唔會有嘅材料，食落感覺好清新，而每啖仲食到唔油膩嘅煙肉同香濃芝士，最重點係香脆厚薄適中嘅手工Pizza，真係越食越好味🤤🤤🤤，一般Pizza鋪當然食唔到同無得比啦 ，仲要$75一個9吋Pizza係超抵 牙買加雞翼 $30/4pcs 雞翼係細細隻嘅，但味道幾特別，我覺得似檸薑味，好入味好正，不過呢個價錢我認為偏高   兩人共消費：$105
ok	大大件豬扒早餐 第一次朝早去北角做嘢， 唔想遲到，諗住去到附近至食早餐， 行過求其搵間茶餐廳， 見早餐有選擇又唔貴，就入去囉。 內裡是一般茶餐廳格局， 坐卡位都ok舒服嘅。 早餐揀咗: 茄汁豆配豬扒+奶茶 唔駛等好耐，好快一陣已經有得食， 豬扒大大件，茄汁豆量多。 茄汁豆像 “是蜜味”， 唔錯。 豬扒入口鬆軟無渣， 表面煎得有少少焦香， 雖然帶點鬆肉粉味道， 都可以接受嘅。 奶茶正常，無特別驚喜， 覺得$33一個早餐， 食到飽飽質量ok， 要求唔高算係咁啦。
cry	多budget時唔錯的選擇 家人生日試一下少去的餐廳～～～ 呢間前身係法國菜館時食過幾抵食，每人$400左右頭盤到甜品，好味滿足印象好～～變咗身之後一直未試，今次去到感覺唔同哂，店內光猛，大部分大枱，氣氛cheerful,唔錯 間餐廳叫XXL,諗住啲dish好大碟，點知.....的確有好多大碟的size, 但都要成千蚊一款 叫一碟之後應該叫唔到咩其他嘢⋯⋯ 而且雖然話都叫做係牛扒呀，海鮮呀，睇落做法都會味道OK,但其實又唔係好特別的菜式，感覺有啲貴 我哋4個人，叫咗啲唔係咁大碟的菜式叫做test吓先： plater 好別緻，全部都炸得好味，不過就係份量少--->即係貴囉   其實真係冇嘢好講....大部份食嘅都好味.....但好多有水準的連鎖西餐廳都做到，但呢度食比較貴.......以上每碟賣相好靚，但全部都$400-500一碟.......🤔 每人飲埋杯啤酒，埋單$2xxx🤔 我只可以講唔係family dinner的地方，有purpose要慶祝一下大洗一筆的話都幾開心掛 但飲多幾杯酒又唔止呢個價啦  總結呢餐雖然好味，但食咗成$500個人都唔係好飽，都係等有老細請食飯先點佢帶我食啦 
smile	淺水灣-高水準日式炭燒餐廳 TGIF! 星期五收工係要食返餐好黎迎接美好既weekend，所以同朋友特登揀左呢間係淺水灣既日本菜。平日既淺水灣寧靜少人，收工黎食晚飯再係海邊沙灘行下，真係好放鬆好chill。 22Gin 酒味香但比普通cocktail易入口 味道清新 Elderflower Gin 聞落有淡淡既花香，容易入口。 Spinach Salad 菠菜新鮮加上日式麻醬，開胃又健康既日式appetizer Fresh Salmon with Okra 三文魚新鮮肥美，配上秘制Homemade醬汁，新鮮度再提升。另外以秋葵伴碟，清新爽口，五分鐘內清哂成碟。 Sushi Platter 共有八款壽司 包括 三文魚、深海磁魚、油甘魚、佐口邊魚、拖羅、吞拿、海膽、凡立貝。 魚生既鮮美係滿分，食完覺得自己身在日本，好食程度媲美日本築地。係香港食到日本味道，食完呢板壽司係香港再食唔落其他，實在太好食！ 呢到其中一個主打菜式就係串燒，所有串燒都係用和哥山備長碳黎烹調，食落真係比起出面既串燒更香。 Chicken Soft Bone 賣相不錯，燒得幾靚而且炭燒味勁香勁爽口。 Green Pepper 同樣燒得香，朋友唔太食辣椒都覺得幾好味。 OX Tongue 牛舌味極重而且爽口，燒得岩岩好，值得一叫。  Black Snapper 主菜之一，立魚亦係用炭燒既方法烹調。立魚新鮮，炭燒味香而不蓋過本身既魚鮮味，出奇地唔會好乾身，好食到成條清哂。 Minced Chicken Skewer 免冶雞肉煎得好香，配以日本醬油同埋生雞蛋黃，味道係水準之上。 Tiramizu 精緻盆栽賣相，綠茶紅豆味，口感勁smooth亦唔會太甜。   Panna Cotta 草莓醬鋪面既奶凍，奶味好濃好滑，唔錯。  總結黎講餐廳以日式炭燒同埋新鮮食材做賣點，餐廳地點可以話係遠離煩囂，最岩收工揸車入去relax或者放假入去chill下。 
ok	獨特嘅咖哩味 今日午餐 去咗佐敦逛街， 順便食嘢所以搵咗呢間澳門茶餐廳。 呢間餐廳標榜新鮮牛腩， 同埋有獨特配方嘅澳門咖哩， 我見佢menu上面嘅廚師推介都係咖哩牛腩飯， 所以決定一戰。  舖頭 唔算大 ，大概十幾張枱， 整體感覺都算係乾淨， 而且店員服務都算周到。 呢度上菜都算幾快， 叫完個飯大概一分鐘到就上菜。 個咖哩味係幾特別， 同平時食嘅日本咖哩或者印度咖哩，泰國咖哩等味道差好遠。 佢好集中係某一兩種香料味， 但我個人覺得呢種香料味搶咗整體咖哩嘅味道， 牛腩都算係幾新鮮， 煮嘅時間都算啱啱好， 口感同味道俱佳。 一個飯配一杯飲品， 約莫六十幾蚊價錢， 價錢正路。
cry	唔會再去 前晚，同婆婆兩個人叫左香酥鴨，3鮮炒飯 香酥鴨---真係圖片只供參考!! 4件包有兩件痴住左d黑色野加一粒尾指指甲咁大既錫紙碎......點食???所有鴨件都係唔熱，又乾身，好明顯係炸過火，加上放得太耐，凍哂!!! 3鮮炒飯---不過不失，味道冇咩特別，唯一係夠熱... 個場又細又迫，入面有個waiter好大聲咁俾指示客人同伙記，真係耳仔受罪。 希望你地真係改善下啦!!收得呢個價，就好應該俾返同等既食物客人。 
